NUPATRIMONIO,DTAQUISICAO
5357,2011-12-11
5358,2011-12-11
5359,2011-12-11
5360,2011-12-11
5361,2011-12-11
5362,2011-12-11
5363,2011-12-11
5364,2011-12-11
5366,2011-12-11
5367,2011-12-11
5368,2011-12-11
5369,2011-12-11
5370,2011-12-11
5371,2011-12-11
5372,2011-12-11
5373,2011-12-11
5374,2011-12-11
5375,2011-12-11
5376,2011-12-11
5377,2011-12-11
5378,2011-12-11
5379,2011-12-11
5380,2011-12-11
5381,2011-12-11
5382,2011-12-11
5383,2011-12-11
5384,2011-12-11
5385,2011-12-11
5386,2011-12-11
5387,2011-12-11
5388,2011-12-11
5389,2011-12-11
5390,2011-12-11
5391,2011-12-11
5392,2011-12-11
5393,2011-12-11
5394,2011-12-11
5395,2011-12-11
5396,2011-12-11
5397,2011-12-11
5398,2011-12-11
5399,2011-12-11
5400,2011-12-11
5401,2011-12-11
5402,2011-12-11
5403,2011-12-11
5404,2011-12-11
5405,2011-12-11
5406,2011-12-11
5407,2011-12-11
5408,2011-12-11
5409,2011-12-11
5410,2011-12-11
5411,2011-12-11
5412,2011-12-11
5413,2011-12-11
5414,2011-12-11
5415,2011-12-11
5416,2011-12-11
5417,2011-12-11
5419,2011-12-11
5422,2011-12-11
5423,2011-12-11
5424,2011-12-11
5425,2011-12-11
5426,2011-12-11
5427,2011-12-11
5428,2011-12-11
5429,2011-12-11
5430,2011-12-11
5431,2011-12-11
5432,2011-12-11
5433,2011-12-11
5434,2011-12-11
5435,2011-12-11
5436,2011-12-11
5437,2011-12-11
5438,2011-12-11
5439,2011-12-11
5440,2011-12-11
5442,2011-12-11
5443,2011-12-11
5444,2011-12-11
5445,2011-12-11
5446,2011-12-11
5447,2011-12-11
5448,2011-12-11
5449,2011-12-11
5450,2011-12-11
5451,2011-12-11
5453,2011-12-11
5454,2011-12-11
5459,2011-12-11
5460,2011-12-11
5461,2011-12-11
5462,2011-12-11
5463,2011-12-11
5464,2011-12-11
5465,2011-12-11
5466,2011-12-11
5467,2011-12-11
5468,2011-12-11
5469,2011-12-11
5470,2011-12-11
5471,2011-12-11
5472,2011-12-11
5473,2011-12-11
5474,2011-12-11
5513,2011-12-11
5539,2011-12-11
5551,2011-12-11
5553,2011-12-11
5554,2011-12-11
5555,2011-12-11
5556,2011-12-11
5557,2011-12-11
5558,2011-12-11
5559,2011-12-11
5560,2011-12-11
5563,2014-02-26
5564,2011-12-11
5565,2011-12-11
5566,2011-12-11
5568,2011-12-11
5569,2011-12-11
5570,2011-12-11
5571,2011-12-11
5572,2015-01-14
5573,2011-12-11
5574,2011-12-11
5576,2011-12-11
5577,2011-12-11
5578,2011-12-11
5579,2011-12-11
5580,2011-12-11
5581,2011-12-11
5582,2011-12-11
5585,2011-12-11
5586,2011-12-11
5587,2011-12-11
5588,2011-12-11
5590,2011-12-11
5591,2011-12-11
5592,2016-11-29
5593,2014-03-01
5594,2014-02-26
5595,2015-01-01
5596,2011-12-11
5597,2011-12-11
5598,2011-12-11
5599,2014-05-28
5600,2011-12-11
5602,2011-12-11
5604,2011-12-11
5605,2011-12-11
5606,2011-12-11
5607,2015-11-03
5609,2011-12-11
5610,2011-12-11
5611,2011-12-11
5612,2011-12-11
5617,2011-11-28
5618,2014-03-06
5619,2014-08-25
5620,2011-12-11
5623,2014-01-22
5626,2011-12-11
5627,2011-12-11
5628,2015-06-09
5629,2015-06-15
5630,2011-12-11
5631,2015-06-15
5632,2015-07-10
5633,2013-01-10
5634,2015-09-18
5636,2014-05-28
5637,2011-12-11
5637,2011-12-11
5638,2015-09-29
5640,2014-07-18
5641,2015-11-12
5643,2015-11-12
5644,2015-11-09
5645,2015-11-09
5646,2015-11-12
5647,2015-11-12
5648,2015-11-12
5652,2015-11-10
5653,2011-12-11
5654,2011-12-11
5657,2011-12-11
5658,2016-01-22
5659,2016-01-13
5660,2014-08-25
5662,2016-01-22
5663,2011-12-11
5667,2015-11-10
5668,2016-05-03
5669,2015-11-10
5670,2015-11-16
5671,2015-11-11
5672,2015-12-01
5677,2015-11-25
5679,2014-07-18
5681,2015-12-01
5682,2014-05-28
5683,2015-12-01
5684,2015-11-25
5685,2015-12-01
5686,2015-12-01
5687,2015-11-13
5688,2016-02-19
5689,2015-11-16
5690,2015-12-10
5691,2025-07-28
5692,2016-01-11
5694,2014-05-28
5695,2011-12-11
5699,2015-11-10
5701,2016-01-20
5702,2011-12-11
5703,2015-12-03
5704,2016-07-27
5705,2016-01-22
5706,2015-11-10
5707,2015-11-24
5708,2015-11-16
5709,2016-01-08
5710,2015-11-13
5711,2016-01-08
5712,2015-11-11
5713,2015-05-27
5714,2015-11-30
5715,2015-12-10
5716,2014-05-29
5717,2015-12-01
5718,2015-11-16
5719,2014-05-28
5720,2015-12-01
5721,2016-01-26
5722,2015-11-25
5723,2016-01-06
5724,2016-01-08
5726,2015-11-10
5728,2016-07-04
5729,2015-11-10
5730,2016-01-04
5732,2015-11-10
5733,2015-12-14
5734,2015-12-15
5735,2016-01-06
5736,2015-11-25
5737,2011-12-11
5739,2011-12-11
5740,2016-02-18
5741,2015-11-17
5742,2015-11-18
5745,2016-01-05
5746,2014-07-18
5747,2014-07-18
5748,2016-01-15
5749,2015-11-10
5750,2016-06-15
5819,2011-12-11
5820,2011-12-11
5885,2011-12-11
6274,2011-12-11
6513,2011-12-11
6518,2011-12-11
6519,2016-02-05
6520,2011-12-11
6522,2011-12-11
6525,2011-12-11
6530,2011-12-11
6532,2025-12-01
6533,2025-12-01
6534,2025-12-01
6536,2011-12-11
6537,2011-12-11
6586,2011-12-11
6589,2011-12-11
6601,2011-12-11
6602,2011-12-11
6609,2011-12-11
6611,2011-12-11
6612,2011-12-11
6613,2011-12-11
6620,2025-08-04
6622,2011-12-11
6623,2011-12-11
6625,2011-12-11
6626,2011-07-01
6627,2001-01-01
6629,2015-04-06
6656,2012-04-23
6666,2011-12-11
6701,2015-11-11
6708,2011-12-11
6723,2015-11-14
6755,2011-12-11
6756,2012-10-25
6758,2010-06-07
6759,2014-02-03
6761,2012-05-24
6767,2011-12-11
6769,2010-05-10
6770,2010-05-10
6776,2010-05-10
6781,2010-05-10
6782,2011-06-01
6783,2010-05-20
6785,2001-01-01
6787,2001-01-01
6788,2012-04-30
6790,2011-12-11
6791,2011-12-11
6795,2001-01-01
6797,2011-11-17
6798,2011-11-04
6799,2011-08-01
6800,2011-12-11
6802,2011-11-04
6803,2011-08-01
6805,2012-07-03
6806,2015-01-19
6810,2010-05-10
6811,2010-05-10
6812,2010-05-10
6813,2010-05-10
6814,2010-05-10
6815,2010-05-10
6816,2010-05-10
6817,2010-05-27
6818,2010-05-10
6819,2010-05-10
6820,2001-01-01
6821,2010-05-10
6822,2010-05-10
6823,2011-08-01
6824,2010-05-10
6825,2010-05-10
6826,2010-05-10
6827,2010-05-10
6828,2010-05-10
6829,2010-05-10
6830,2010-05-10
6831,2010-05-10
6832,2010-05-10
6833,2001-01-01
6834,2010-05-10
6835,2010-05-10
6836,2010-05-10
6837,2011-08-01
6838,2013-10-21
6840,2010-05-10
6841,2010-05-10
6842,2010-05-10
6843,2010-05-10
6844,2010-05-10
6845,2010-05-10
6846,2010-05-28
6847,2010-05-28
6848,2009-12-02
6849,2001-01-01
6850,2010-05-10
6851,2010-05-10
6852,2010-05-31
6853,2010-05-10
6854,2010-05-10
6855,2010-05-10
6856,2010-05-10
6857,2010-05-10
6858,2010-05-10
6859,2011-12-11
6862,2010-05-26
6864,2001-01-01
6865,2012-05-21
6867,2012-05-11
6868,2012-07-18
6869,2010-05-27
6870,2010-05-26
6872,2010-05-27
6873,2010-05-28
6874,2010-05-27
6875,2010-05-27
6876,2010-05-28
6877,2017-01-27
6878,2001-01-01
6879,2010-05-28
6880,2010-05-27
6881,2010-05-27
6882,2010-05-27
6884,2010-05-28
6885,2010-05-27
6886,2015-11-03
6887,2010-05-27
6889,2010-05-28
6890,2001-01-01
6891,2012-01-05
6892,2010-05-28
6893,2011-08-01
6894,2025-07-15
6897,2010-12-06
6898,2011-12-11
6899,2010-05-27
6900,2010-05-27
6904,2010-05-28
6905,2011-11-21
6907,2011-12-11
6908,2010-05-27
6910,2001-01-01
6912,2001-01-01
6913,2011-12-11
6914,2011-12-11
6916,2010-05-28
6917,2011-12-11
6918,2011-12-11
6924,2011-12-11
6925,2011-12-11
6931,2012-02-13
6933,2010-06-01
6935,2001-01-01
6937,2011-12-11
6938,2011-12-11
6939,2011-12-11
6943,2015-12-16
6945,2011-12-11
6946,2011-12-11
6947,2011-12-11
6950,2011-12-11
6954,2011-12-11
6956,2011-12-11
6958,2015-12-29
6959,2015-04-14
6965,2011-12-11
6966,2013-06-21
6967,2011-05-01
6968,2014-03-06
6969,2011-12-11
6970,2014-01-14
6971,2012-07-16
6973,2011-12-11
6975,2011-12-11
6977,2011-12-11
6978,2001-01-01
6979,2012-06-04
6980,2001-01-01
6981,2011-07-01
6982,2011-12-11
6983,2011-12-12
6984,2012-01-17
6986,2011-12-11
6987,2011-12-11
6989,2012-05-22
6990,2011-06-01
6991,2011-06-01
6992,2011-11-14
6993,2011-06-01
6995,2001-01-01
6996,2011-11-28
6997,2011-12-11
6998,2001-01-01
7000,2015-11-17
7459,2011-12-11
7500,2011-12-11
7502,2011-12-11
7504,2011-12-11
7506,2011-12-11
7510,2011-12-11
7511,2011-12-11
7513,2011-12-11
7515,2011-12-11
7516,2011-12-11
7518,2011-12-11
7519,2011-12-11
7520,2011-12-11
7521,2011-12-11
7522,2011-12-11
7525,2011-12-11
7526,2011-12-11
7527,2011-12-11
7529,2011-12-11
7530,2011-12-11
7534,2011-12-11
7535,2011-12-11
7539,2011-12-11
7547,2011-12-11
7548,2011-12-11
7549,2011-12-11
7550,2011-12-11
7551,2011-12-11
7553,2011-12-11
7555,2011-12-11
7557,2011-12-11
7558,2011-12-11
7559,2011-12-11
7560,2011-12-11
7561,2011-12-11
7562,2011-12-11
7564,2023-10-13
7565,2011-12-11
7567,2011-12-11
7569,2011-12-11
7570,2011-12-11
7571,2011-12-11
7572,2011-12-11
7573,2011-12-11
7574,2011-12-11
7576,2011-12-11
7577,2011-12-11
7590,2011-12-11
7591,2011-12-11
7594,2011-12-11
7595,2023-09-04
7596,2011-12-11
7598,2011-12-11
7602,2011-12-11
7605,2011-12-11
7610,2011-12-11
7611,2011-12-11
7612,2011-12-11
7613,2011-12-11
7614,2011-12-11
7615,2011-12-11
7616,2011-12-11
7634,2011-12-11
7637,2011-12-11
7640,2011-12-11
7641,2011-12-11
7643,2011-12-11
7647,2025-07-04
7649,2011-12-11
7654,2011-12-11
7656,2011-12-11
7657,2011-12-11
7659,2011-12-11
7660,2025-08-05
7661,2011-12-11
7662,2011-12-11
7663,2011-12-11
7664,2011-12-11
7665,2011-12-11
7666,2011-12-11
7667,2011-12-11
7669,2011-12-11
7670,2011-12-11
7672,2011-12-11
7676,2011-12-11
7677,2011-12-11
7678,2011-12-11
7679,2011-12-11
7680,2011-12-11
7681,2011-12-11
7682,2011-12-11
7683,2011-12-11
7684,2011-12-11
7685,2011-12-11
7686,2011-12-11
7687,2011-12-11
7692,2011-12-11
7697,2011-12-11
7701,2011-12-11
7702,2011-12-11
7705,2011-12-11
7706,2011-12-11
7708,2011-12-11
7711,2011-12-11
7713,2011-12-11
7714,2011-12-11
7715,2011-12-11
7716,2011-12-11
7717,2011-12-11
7718,2011-12-11
7719,2011-12-11
7720,2011-12-11
7725,2011-12-11
7728,2011-12-11
7733,2011-12-11
7736,2024-01-16
7738,2024-01-16
7739,2024-01-16
7740,2024-01-16
7742,2024-01-16
7743,2024-01-16
7744,2024-01-16
7745,2011-12-11
7746,2011-12-11
7747,2011-12-11
7748,2011-12-11
7749,2011-12-11
7761,2011-12-11
7773,2011-12-11
7784,2011-12-11
7785,2011-12-11
7786,2011-12-11
7787,2011-12-11
7788,2011-12-11
7789,2011-12-11
7790,2011-12-11
7791,2011-12-11
7792,2011-12-11
7793,2011-12-11
7794,2011-12-11
7795,2019-12-27
7796,2019-12-27
7797,2018-03-19
7801,2011-12-11
7802,2011-12-11
7803,2011-12-11
7804,2011-12-11
7805,2011-12-11
7806,2011-12-11
7807,2011-12-11
7898,2025-07-15
7935,2016-08-10
8253,2011-12-11
8268,2011-12-11
8271,2011-12-11
8280,2011-12-11
8301,2011-12-11
8304,2011-12-11
8334,2011-12-11
8339,2011-12-11
8340,2011-12-11
8341,2011-12-11
8352,2011-12-11
8355,2011-12-11
8364,2011-12-11
8370,2011-12-11
8371,2011-12-11
8376,2011-12-11
8385,2011-12-11
8386,2011-12-11
8391,2011-12-11
8406,2011-12-11
8412,2011-12-11
8415,2011-12-11
8418,2011-12-11
8428,2011-12-11
8430,2011-12-11
8437,2011-12-11
8443,2011-12-11
8458,2011-12-11
8460,2011-12-11
8467,2011-12-11
8470,2011-12-11
8473,2011-12-11
8482,2011-12-11
8489,2011-12-11
8501,2000-01-19
8503,2015-12-01
8504,2016-01-08
8505,2011-12-11
8506,2011-12-11
8507,2016-01-27
8509,2015-12-01
8510,2015-12-01
8511,2016-02-19
8512,2011-12-11
8513,2016-01-26
8514,2011-12-11
8517,2016-01-26
8518,2015-12-01
8519,2015-12-01
8520,2015-01-15
8521,2016-01-13
8523,2016-01-08
8524,2016-01-20
8525,2016-01-21
8526,2011-12-11
8527,2015-12-01
8528,2015-12-01
8529,2015-12-01
8530,2015-11-11
8533,2015-11-11
8534,2015-11-12
8535,2015-11-14
8536,2015-11-17
8537,2015-11-19
8538,2015-11-30
8539,2015-12-04
8540,2015-12-15
8541,2015-12-17
8542,2011-12-11
8543,2011-12-11
8545,2011-12-11
8546,2011-12-11
8548,2011-12-11
8550,2011-12-11
8551,2011-12-11
8552,2011-12-11
8556,2011-12-11
8558,2011-12-11
8559,2011-12-11
8560,2011-12-11
8562,2011-12-11
8573,2015-12-22
8574,2015-12-22
8576,2016-10-06
8577,2011-12-11
8578,2017-10-16
8579,2017-06-14
8581,2017-09-12
8582,2017-11-01
8584,2016-11-30
8586,2011-12-11
8587,2011-12-11
8588,2011-12-11
8594,2017-12-01
8596,2017-10-31
8598,2017-12-15
8599,2017-12-15
8600,2017-01-12
8601,2017-11-30
8604,2016-11-29
8605,2025-06-09
8606,2011-12-11
8607,2011-12-11
8610,2011-12-11
8614,2016-11-30
8616,2017-01-30
8620,2011-12-11
8621,2011-12-11
8623,2025-07-29
8624,2017-09-12
8625,2011-12-11
8626,2011-12-11
8627,2011-12-11
8629,2011-12-11
8630,2017-06-14
8631,2011-12-11
8632,2025-07-15
8633,2011-12-11
8634,2011-12-11
8635,2016-11-30
8636,2011-12-11
8637,2011-12-11
8638,2011-12-11
8639,2011-12-11
8640,2011-12-11
8641,2017-09-12
8642,2011-12-11
8644,2011-12-11
8645,2011-12-11
8646,2017-09-26
8647,2011-12-11
8648,2011-12-11
8649,2011-12-11
8650,2011-12-11
8651,2011-12-11
8652,2017-06-14
8653,2011-12-11
8654,2011-12-11
8655,2011-12-11
8656,2011-12-11
8657,2011-12-11
8658,2011-12-11
8659,2011-12-11
8661,2011-12-11
8663,2011-12-11
8664,2011-12-11
8665,2011-12-11
8666,2017-09-26
8667,2011-12-11
8668,2011-12-11
8670,2017-06-14
8671,2011-12-11
8672,2011-12-11
8673,2016-12-12
8674,2011-12-11
8675,2011-12-11
8676,2017-11-06
8677,2011-12-11
8678,2011-12-11
8681,2016-08-01
8682,2016-08-12
8683,2011-12-11
8684,2016-08-12
8685,2016-08-12
8686,2025-05-29
8687,2016-08-12
8689,2016-08-26
8690,2016-08-12
8691,2017-09-26
8692,2016-10-07
8697,2011-12-11
8699,2011-12-11
8700,2015-12-03
8706,2011-12-11
8718,2011-12-11
8733,2025-12-01
8734,2015-11-05
8735,2015-11-05
8736,2015-11-05
8737,2015-11-05
8738,2015-11-06
8739,2015-11-05
8740,2015-11-05
8741,2011-12-11
8742,2016-05-10
8743,2015-11-05
8744,2015-10-29
8745,2015-10-29
8746,2015-11-05
8747,2015-10-30
8748,2015-11-02
8749,2015-11-03
8750,2015-11-02
8757,2011-12-11
8765,2011-12-11
8767,2011-12-11
8772,2011-12-11
8784,2011-12-11
8791,2011-12-11
8800,2011-12-11
8804,2011-12-11
8807,2011-12-11
8824,2011-12-11
8825,2017-08-10
8836,2011-12-11
8844,2011-12-11
8853,2011-12-11
8861,2011-12-11
8862,2017-06-14
8868,2011-12-11
8873,2011-12-11
8874,2011-12-11
8894,2011-12-11
8909,2011-12-11
8927,2011-12-11
8947,2011-12-11
8980,2011-12-11
9033,2011-12-11
9066,2011-12-11
9069,2011-12-11
9077,2011-12-11
9093,2011-12-11
9095,2011-12-11
9097,2011-12-11
9098,2011-12-11
9099,2011-12-11
9100,2011-12-11
9101,2011-12-11
9105,2011-12-11
9108,2011-12-11
9109,2011-12-11
9110,2011-12-11
9119,2011-12-11
9129,2011-12-11
9132,2011-12-11
9134,2011-12-11
9139,2011-12-11
9268,2011-12-11
9276,2011-12-11
9283,2011-12-11
9286,2011-12-11
9293,2011-12-11
9296,2011-12-11
9309,2011-12-11
9313,2011-12-11
9329,2011-12-11
9333,2011-12-11
9340,2011-12-11
9345,2011-12-11
9346,2011-12-11
9347,2011-12-11
9348,2011-12-11
9364,2011-12-11
9378,2011-12-11
9379,2011-12-11
9381,2011-12-11
9383,2011-12-11
9385,2011-12-11
9387,2011-12-11
9388,2011-12-11
9389,2011-12-11
9390,2011-12-11
9396,2011-12-11
9398,2011-12-11
9400,2011-12-11
9401,2011-12-11
9402,2011-12-11
9403,2011-12-11
9404,2011-12-11
9405,2011-12-11
9407,2011-12-11
9409,2011-12-11
9410,2011-12-11
9411,2011-12-11
9413,2011-12-11
9414,2011-12-11
9415,2011-12-11
9416,2011-12-11
9417,2011-12-11
9419,2011-12-11
9420,2011-12-11
9421,2011-12-11
9422,2011-12-11
9423,2011-12-11
9424,2011-12-11
9425,2011-12-11
9426,2011-12-11
9428,2011-12-11
9429,2011-12-11
9430,2011-12-11
9431,2011-12-11
9432,2011-12-11
9433,2011-12-11
9434,2011-12-11
9435,2011-12-11
9436,2011-12-11
9437,2011-12-11
9438,2011-12-11
9439,2011-12-11
9440,2011-12-11
9441,2011-12-11
9442,2011-12-11
9443,2011-12-11
9444,2011-12-11
9445,2019-10-09
9446,2019-10-09
9447,2019-10-09
9448,2019-10-09
9449,2019-10-09
9450,2019-10-09
9451,2011-12-11
9456,2011-12-11
9457,2011-12-11
9458,2011-12-11
9459,2011-12-11
9460,2011-12-11
9461,2011-12-11
9462,2011-12-11
9463,2011-12-11
9464,2011-12-11
9465,2011-12-11
9466,2011-12-11
9467,2011-12-11
9468,2011-12-11
9469,2011-12-11
9470,2011-12-11
9471,2011-12-11
9472,2011-12-11
9473,2024-03-19
9474,2019-11-18
9475,2019-11-19
9476,2011-12-11
9477,2011-12-11
9490,2011-12-11
9491,2011-12-11
9493,2025-08-01
9496,2011-12-11
9497,2011-12-11
10000,2017-10-25
10002,2025-09-30
10003,2025-09-30
10004,2025-09-30
10007,2025-09-30
10008,2025-09-30
10010,2025-09-30
10011,2025-09-30
10027,2025-09-30
10028,2025-09-30
10029,2011-12-11
10030,2025-09-30
10031,2011-12-11
10033,2025-09-30
10034,2011-12-11
10035,2011-12-11
10036,2011-12-11
10037,2011-12-11
10039,2011-12-11
10040,2025-09-30
10041,2011-12-11
10042,2011-12-11
10043,2011-12-11
10044,2025-09-30
10045,2011-12-11
10046,2011-12-11
10048,2025-09-30
10050,2025-09-30
10052,2025-09-30
10053,2025-09-30
10054,2025-09-30
10055,2025-09-30
10056,2025-09-30
10057,2025-09-30
10058,2025-09-30
10061,2025-09-30
10063,2025-09-30
10064,2025-09-30
10066,2025-09-30
10067,2025-09-30
10069,2025-09-30
10070,2025-09-30
10071,2025-09-30
10072,2025-09-30
10073,2025-09-30
10074,2025-09-30
10076,2025-09-30
10077,2025-09-30
10078,2025-09-30
10079,2025-09-30
10080,2025-09-30
10081,2025-09-30
10082,2025-09-30
10083,2025-09-30
10084,2025-09-30
10085,2025-09-30
10087,2025-09-30
10088,2025-09-30
10089,2025-09-30
10090,2011-12-11
10091,2025-09-30
10092,2025-09-30
10094,2025-09-30
10095,2011-12-11
10096,2011-12-11
10098,2011-12-11
10099,2011-12-11
10100,2011-12-11
10102,2011-12-11
10104,2025-09-30
10105,2025-09-30
10107,2025-09-30
10108,2025-09-30
10110,2025-09-30
10113,2025-09-30
10115,2011-12-11
10116,2025-09-30
10117,2025-09-30
10118,2025-09-30
10119,2025-09-30
10120,2025-09-30
10121,2025-09-30
10122,2025-09-30
10123,2025-09-30
10124,2025-09-30
10125,2025-09-30
10126,2011-12-11
10127,2025-09-30
10128,2025-09-30
10130,2025-09-30
10131,2025-09-30
10132,2025-09-30
10134,2025-09-30
10135,2025-09-30
10139,2025-09-30
10141,2025-09-30
10145,2011-12-11
10147,2022-01-03
10153,2025-07-25
10157,2025-04-24
10164,2011-12-11
10167,2011-12-11
10187,2011-12-11
10190,2011-12-11
10193,2011-12-11
10207,2024-02-16
10212,2011-12-11
10216,2011-12-11
10218,2011-12-11
10219,2025-12-02
10220,2025-12-02
10222,2025-08-08
10225,2025-12-02
10226,2011-12-11
10231,2011-12-11
10234,2025-08-26
10237,2011-12-11
10238,2011-12-11
10239,2025-07-15
10241,2025-05-13
10242,2011-12-11
10244,2011-12-11
10247,2025-09-30
10250,2011-12-11
10251,2011-12-11
10253,2011-12-11
10254,2011-12-11
10256,2025-09-30
10258,2011-12-11
10259,2011-12-11
10260,2011-12-11
10262,2011-12-11
10263,2011-12-11
10266,2011-12-11
10267,2011-12-11
10268,2011-12-11
10269,2011-12-11
10270,2011-12-11
10272,2025-05-02
10274,2011-12-11
10275,2011-12-11
10276,2011-12-11
10277,2025-07-15
10278,2025-07-15
10279,2011-12-11
10280,2011-12-11
10281,2011-12-11
10282,2025-07-15
10286,2011-12-11
10287,2025-07-10
10298,2011-12-11
10305,2011-12-11
10306,2011-12-11
10307,2025-03-06
10308,2011-12-11
10309,2025-05-29
10311,2011-12-11
10312,2025-10-16
10317,2011-12-11
10318,2011-12-11
10325,2011-12-11
10326,2011-12-11
10327,2011-12-11
10328,2011-12-11
10329,2011-12-11
10330,2025-07-29
10331,2011-12-11
10332,2025-07-29
10333,2025-07-29
10335,2025-07-25
10337,2011-12-11
10338,2011-12-11
10339,2025-08-08
10340,2025-08-08
10343,2025-07-25
10344,2011-12-11
10345,2025-07-25
10346,2025-07-25
10348,2025-07-25
10349,2025-07-25
10350,2025-07-25
10352,2011-12-11
10354,2011-12-11
10355,2011-12-11
10356,2011-12-11
10357,2011-12-11
10359,2011-12-11
10360,2011-12-11
10361,2011-12-11
10362,2011-12-11
10363,2011-12-11
10364,2011-12-11
10365,2011-12-11
10366,2011-12-11
10367,2011-12-11
10368,2011-12-11
10369,2011-12-11
10370,2011-12-11
10372,2011-12-11
10374,2011-12-11
10375,2011-12-11
10376,2011-12-11
10377,2011-12-11
10379,2011-12-11
10380,2011-12-11
10381,2011-12-11
10383,2011-12-11
10384,2011-12-11
10385,2011-12-11
10386,2011-12-11
10387,2011-12-11
10389,2011-12-11
10390,2011-12-11
10391,2011-12-11
10392,2011-12-11
10393,2011-12-11
10394,2011-12-11
10395,2011-12-11
10396,2011-12-11
10397,2011-12-11
10398,2011-12-11
10399,2011-12-11
10400,2011-12-11
10401,2011-12-11
10402,2011-12-11
10404,2011-12-11
10406,2011-12-11
10407,2011-12-11
10408,2011-12-11
10409,2011-12-11
10410,2011-12-11
10411,2011-12-11
10412,2011-12-11
10413,2011-12-11
10415,2011-12-11
10417,2011-12-11
10418,2011-12-11
10419,2011-12-11
10421,2011-12-11
10422,2011-12-11
10423,2011-12-11
10424,2011-12-11
10425,2011-12-11
10427,2011-12-11
10429,2011-12-11
10430,2011-12-11
10431,2011-12-11
10432,2011-12-11
10433,2011-12-11
10434,2011-12-11
10435,2011-12-11
10436,2011-12-11
10437,2011-12-11
10438,2011-12-11
10439,2011-12-11
10440,2011-12-11
10441,2011-12-11
10442,2011-12-11
10443,2011-12-11
10444,2011-12-11
10445,2011-12-11
10447,2011-12-11
10448,2011-12-11
10449,2011-12-11
10450,2011-12-11
10451,2011-12-11
10452,2011-12-11
10453,2011-12-11
10454,2011-12-11
10456,2011-12-11
10457,2011-12-11
10458,2011-12-11
10459,2011-12-11
10460,2011-12-11
10461,2011-12-11
10462,2011-12-11
10463,2011-12-11
10464,2011-12-11
10465,2011-12-11
10466,2011-12-11
10467,2011-12-11
10468,2011-12-11
10469,2011-12-11
10470,2011-12-11
10471,2011-12-11
10472,2011-12-11
10473,2011-12-11
10474,2011-12-11
10475,2011-12-11
10476,2011-12-11
10477,2011-12-11
10478,2011-12-11
10479,2011-12-11
10482,2011-12-11
10483,2011-12-11
10484,2011-12-11
10485,2011-12-11
10486,2011-12-11
10488,2011-12-11
10489,2011-12-11
10490,2011-12-11
10492,2011-12-11
10493,2011-12-11
10494,2011-12-11
10495,2011-12-11
10497,2011-12-11
10499,2011-12-11
10502,2011-12-11
10504,2011-12-11
10505,2011-12-11
10506,2011-12-11
10507,2011-12-11
10508,2011-12-11
10510,2011-12-11
10511,2011-12-11
10512,2011-12-11
10513,2011-12-11
10514,2011-12-11
10516,2011-12-11
10517,2011-12-11
10518,2011-12-11
10519,2011-12-11
10521,2011-12-11
10522,2011-12-11
10523,2011-12-11
10524,2011-12-11
10526,2011-12-11
10527,2011-12-11
10528,2011-12-11
10529,2011-12-11
10530,2011-12-11
10531,2011-12-11
10532,2011-12-11
10533,2011-12-11
10534,2011-12-11
10535,2011-12-11
10536,2011-12-11
10537,2011-12-11
10538,2011-12-11
10539,2011-12-11
10540,2011-12-11
10541,2011-12-11
10543,2011-12-11
10544,2011-12-11
10545,2011-12-11
10546,2011-12-11
10547,2011-12-11
10548,2011-12-11
10549,2011-12-11
10550,2011-12-11
10551,2011-12-11
10552,2011-12-11
10553,2011-12-11
10554,2011-12-11
10555,2011-12-11
10556,2011-12-11
10557,2011-12-11
10558,2011-12-11
10559,2011-12-11
10561,2011-12-11
10562,2011-12-11
10563,2011-12-11
10564,2011-12-11
10565,2011-12-11
10566,2011-12-11
10567,2011-12-11
10568,2011-12-11
10569,2011-12-11
10570,2011-12-11
10571,2011-12-11
10572,2011-12-11
10573,2011-12-11
10579,2011-12-11
10580,2011-12-11
10581,2011-12-11
10582,2011-12-11
10583,2011-12-11
10584,2011-12-11
10585,2011-12-11
10586,2011-12-11
10587,2011-12-11
10588,2011-12-11
10591,2011-12-11
10592,2011-12-11
10594,2011-12-11
10597,2011-12-11
10598,2011-12-11
10599,2011-12-11
10601,2011-12-11
10602,2011-12-11
10603,2011-12-11
10604,2011-12-11
10605,2011-12-11
10607,2011-12-11
10608,2011-12-11
10609,2011-12-11
10611,2011-12-11
10612,2011-12-11
10613,2011-12-11
10614,2011-12-11
10615,2011-12-11
10616,2011-12-11
10617,2011-12-11
10618,2011-12-11
10619,2011-12-11
10620,2011-12-11
10621,2011-12-11
10622,2011-12-11
10623,2011-12-11
10625,2011-12-11
10626,2011-12-11
10627,2011-12-11
10628,2011-12-11
10629,2011-12-11
10630,2011-12-11
10631,2011-12-11
